CATION_ANION TEMP PRESSURE xCO2
C0505_A0048 313.23  239.43 0.7710
C0505_A0048 323.13  289.60 0.7710
C0505_A0048 333.28  336.93 0.7710
C0505_A0048 343.08  380.81 0.7710
C0505_A0048 353.22  420.30 0.7710
C0505_A0048 363.25  460.10 0.7710
C0505_A0048 293.26  332.63 0.8010
C0505_A0048 303.19  393.73 0.8010
C0505_A0048 313.25  447.40 0.8010
C0505_A0048 323.30  499.90 0.8010
C0505_A0048 313.20  80.80 0.6890
C0505_A0048 323.20  82.20 0.6730
C0505_A0048 313.20  100.10 0.7370
C0505_A0048 323.20  100.70 0.7160
C0505_A0048 313.20  149.50 0.7700
C0505_A0048 313.20  201.00 0.7790
C0505_A0048 323.20  150.60 0.7570
C0505_A0048 323.20  199.40 0.7650
C0505_A0048 318.00  5.00 0.0589
C0505_A0048 318.00  9.98 0.1461
C0505_A0048 318.00  14.95 0.2211
C0505_A0048 318.00  19.95 0.2845
C0505_A0048 318.00  24.95 0.3409
C0505_A0048 318.00  29.97 0.3902
C0505_A0048 318.00  34.96 0.4324
C0505_A0048 318.00  39.95 0.4715
C0505_A0048 318.00  44.96 0.5042
C0505_A0048 318.00  49.96 0.5344
C0505_A0048 318.00  74.96 0.6428
C0505_A0048 318.00  99.95 0.7095
C0505_A0048 318.00  124.96 0.7282
C0505_A0048 318.00  149.96 0.7399
C0505_A0048 318.00  174.96 0.7479
C0505_A0048 318.00  199.97 0.7562
C0505_A0048 338.00  4.99 0.0550
C0505_A0048 338.00  9.96 0.1211
C0505_A0048 338.00  14.95 0.1800
C0505_A0048 338.00  19.97 0.2322
C0505_A0048 338.00  24.96 0.2810
C0505_A0048 338.00  29.96 0.3213
C0505_A0048 338.00  34.96 0.3583
C0505_A0048 338.00  39.96 0.3941
C0505_A0048 338.00  44.96 0.4243
C0505_A0048 338.00  49.96 0.4522
C0505_A0048 338.00  74.96 0.5583
C0505_A0048 338.00  99.97 0.6288
C0505_A0048 338.00  124.96 0.6768
C0505_A0048 338.00  149.96 0.7008
C0505_A0048 338.00  175.02 0.7119
C0505_A0048 338.00  199.97 0.7149
C0505_A0048 323.15  3.80 0.0865
C0505_A0048 323.15  7.40 0.1489
C0505_A0048 323.15  17.30 0.2646
C0505_A0048 323.15  26.00 0.3521
C0505_A0048 323.15  31.70 0.4016
C0505_A0048 323.15  36.30 0.4320
C0505_A0048 323.15  40.80 0.4622
C0505_A0064 298.17  13.30 0.2080
C0505_A0064 298.17  22.40 0.2840
C0505_A0064 298.17  32.00 0.4080
C0505_A0064 298.17  42.90 0.4920
C0505_A0064 298.17  52.60 0.5570
C0505_A0064 313.28  12.40 0.1550
C0505_A0064 313.28  23.40 0.2670
C0505_A0064 313.28  35.30 0.3740
C0505_A0064 313.28  50.20 0.4630
C0505_A0064 313.28  63.50 0.5260
C0505_A0064 313.28  77.40 0.5780
C0505_A0064 313.28  87.70 0.6100
C0505_A0064 333.41  11.70 0.0961
C0505_A0064 333.41  24.60 0.2110
C0505_A0064 333.41  35.50 0.2770
C0505_A0064 333.41  52.20 0.3760
C0505_A0064 333.41  61.20 0.4250
C0505_A0064 333.41  77.10 0.5170
C0505_A0064 333.41  92.60 0.5970
C0505_A0064 298.10  0.11 0.0050
C0505_A0064 298.10  0.50 0.0130
C0505_A0064 298.10  1.00 0.0220
C0505_A0064 298.00  4.00 0.0750
C0505_A0064 298.20  6.99 0.1230
C0505_A0064 298.10  10.00 0.1720
C0505_A0064 298.10  13.00 0.2130
C0505_A0064 298.10  15.00 0.2390
C0505_A0064 298.10  20.00 0.3010
C0505_A0064 293.43  9.79 0.2250
C0505_A0064 303.22  13.38 0.2250
C0505_A0064 313.20  17.06 0.2250
C0505_A0064 323.11  21.46 0.2250
C0505_A0064 333.35  25.87 0.2250
C0505_A0064 343.23  31.05 0.2250
C0505_A0064 353.08  36.12 0.2250
C0505_A0064 363.04  41.65 0.2250
C0505_A0064 293.25  15.40 0.3000
C0505_A0064 303.30  20.56 0.3000
C0505_A0064 313.15  26.19 0.3000
C0505_A0064 323.08  31.60 0.3000
C0505_A0064 333.06  39.12 0.3000
C0505_A0064 343.15  47.26 0.3000
C0505_A0064 353.13  55.59 0.3000
C0505_A0064 363.18  64.16 0.3000
C0505_A0064 293.52  24.19 0.4010
C0505_A0064 303.23  31.08 0.4010
C0505_A0064 313.14  39.59 0.4010
C0505_A0064 323.04  48.40 0.4010
C0505_A0064 333.08  59.96 0.4010
C0505_A0064 343.02  69.57 0.4010
C0505_A0064 353.07  81.44 0.4010
C0505_A0064 363.07  93.37 0.4010
C0505_A0064 293.61  35.13 0.5020
C0505_A0064 303.40  46.11 0.5020
C0505_A0064 313.18  58.60 0.5020
C0505_A0064 323.49  74.13 0.5020
C0505_A0064 333.35  91.35 0.5020
C0505_A0064 343.07  111.51 0.5020
C0505_A0064 353.03  132.25 0.5020
C0505_A0064 363.03  154.98 0.5020
C0505_A0064 293.44  79.36 0.6010
C0505_A0064 303.21  132.68 0.6010
C0505_A0064 313.21  185.48 0.6010
C0505_A0064 323.21  228.35 0.6010
C0505_A0064 333.09  282.63 0.6010
C0505_A0064 343.14  325.89 0.6010
C0505_A0064 353.10  365.45 0.6010
C0505_A0064 363.12  420.75 0.6010
C0505_A0064 293.46  264.22 0.6500
C0505_A0064 303.35  325.81 0.6500
C0505_A0064 313.17  378.35 0.6500
C0505_A0064 323.04  433.92 0.6500
C0505_A0064 333.25  484.58 0.6500
C0505_A0064 343.06  529.47 0.6500
C0505_A0064 353.11  568.90 0.6500
C0505_A0064 363.10  629.89 0.6500
C0505_A0064 293.59  436.25 0.6790
C0505_A0064 303.34  501.89 0.6790
C0505_A0064 313.08  559.66 0.6790
C0505_A0064 323.08  624.73 0.6790
C0505_A0203 298.00  0.10 0.0010
C0505_A0203 298.10  0.50 0.0080
C0505_A0203 298.10  1.00 0.0170
C0505_A0203 298.20  4.00 0.0680
C0505_A0203 298.20  7.00 0.1140
C0505_A0203 298.20  10.00 0.1580
C0505_A0203 297.90  13.00 0.1970
C0505_A0203 298.10  15.00 0.2220
C0505_A0203 298.00  20.00 0.2850
C0505_A0084 298.20  10.44 0.1878
C0505_A0084 298.20  20.73 0.3434
C0505_A0084 298.20  32.02 0.4523
C0505_A0084 298.20  41.55 0.5290
C0505_A0084 298.20  52.32 0.5874
C0505_A0084 298.20  63.20 0.6363
C0505_A0084 298.20  11.95 0.2471
C0505_A0084 298.20  21.44 0.3512
C0505_A0084 298.20  32.54 0.4396
C0505_A0084 298.20  45.24 0.5337
C0505_A0084 298.20  60.08 0.6087
C0505_A0084 313.20  10.39 0.1088
C0505_A0084 313.30  20.94 0.2172
C0505_A0084 313.30  31.82 0.3090
C0505_A0084 313.30  43.78 0.3766
C0505_A0084 313.20  54.38 0.4346
C0505_A0084 313.20  67.26 0.5012
C0505_A0084 313.20  78.77 0.5400
C0505_A0084 313.20  88.28 0.5833
C0505_A0084 333.30  15.14 0.1188
C0505_A0084 333.30  28.71 0.2215
C0505_A0084 333.30  42.29 0.2813
C0505_A0084 333.30  56.49 0.3521
C0505_A0084 333.30  70.55 0.4220
C0505_A0084 333.30  83.94 0.4991
C0505_A0084 333.30  97.52 0.5371
C0505_A0084 333.30  114.77 0.5624
C0505_A0084 303.85  8.50 0.2182
C0505_A0084 303.85  11.50 0.2734
C0505_A0084 303.85  17.00 0.3344
C0505_A0084 303.85  23.00 0.3786
C0505_A0084 303.85  29.50 0.4140
C0505_A0084 303.85  34.00 0.4574
C0505_A0084 303.85  39.00 0.4929
C0505_A0084 303.85  49.00 0.5367
C0505_A0084 303.85  60.00 0.5761
C0505_A0084 303.85  68.00 0.6134
C0505_A0084 303.85  85.00 0.6325
C0505_A0084 303.85  12.00 0.6537
C0505_A0084 303.85  16.00 0.6720
C0505_A0084 314.05  10.20 0.2182
C0505_A0084 314.05  13.00 0.2734
C0505_A0084 314.05  20.50 0.3344
C0505_A0084 314.05  26.50 0.3786
C0505_A0084 314.05  33.00 0.4140
C0505_A0084 314.05  43.00 0.4574
C0505_A0084 314.05  49.00 0.4929
C0505_A0084 314.05  59.00 0.5367
C0505_A0084 314.05  72.00 0.5761
C0505_A0084 314.05  86.00 0.6134
C0505_A0084 314.05  135.00 0.6325
C0505_A0084 314.05  175.00 0.6537
C0505_A0084 314.05  220.00 0.6720
C0505_A0084 324.15  11.50 0.2182
C0505_A0084 324.15  17.50 0.2734
C0505_A0084 324.15  26.50 0.3344
C0505_A0084 324.15  32.00 0.3786
C0505_A0084 324.15  39.00 0.4140
C0505_A0084 324.15  53.00 0.4574
C0505_A0084 324.15  61.00 0.4929
C0505_A0084 324.15  73.00 0.5367
C0505_A0084 324.15  87.00 0.5761
C0505_A0084 324.15  123.00 0.6134
C0505_A0084 324.15  182.00 0.6325
C0505_A0084 324.15  227.00 0.6537
C0505_A0084 324.15  274.00 0.6720
C0505_A0084 334.35  13.50 0.2182
C0505_A0084 334.35  23.00 0.2734
C0505_A0084 334.35  32.00 0.3344
C0505_A0084 334.35  39.00 0.3786
C0505_A0084 334.35  47.50 0.4140
C0505_A0084 334.35  64.00 0.4574
C0505_A0084 334.35  76.00 0.4929
C0505_A0084 334.35  92.00 0.5367
C0505_A0084 334.35  114.00 0.5761
C0505_A0084 334.35  166.00 0.6134
C0505_A0084 334.35  234.00 0.6325
C0505_A0084 334.35  280.00 0.6537
C0505_A0084 334.35  324.00 0.6720
C0505_A0084 344.55  19.00 0.2182
C0505_A0084 344.55  28.00 0.2734
C0505_A0084 344.55  37.00 0.3344
C0505_A0084 344.55  47.50 0.3786
C0505_A0084 344.55  55.00 0.4140
C0505_A0084 344.55  78.00 0.4574
C0505_A0084 344.55  90.00 0.4929
C0505_A0084 344.55  112.00 0.5367
C0505_A0084 344.55  147.00 0.5761
C0505_A0084 344.55  215.00 0.6134
C0505_A0084 344.55  280.00 0.6325
C0505_A0084 344.55  333.00 0.6537
C0505_A0084 344.55  375.00 0.6720
C0505_A0084 303.20  2.15 0.0424
C0505_A0084 303.20  4.09 0.0771
C0505_A0084 303.20  8.83 0.1522
C0505_A0084 303.20  13.48 0.2078
C0505_A0084 303.20  25.96 0.3351
C0505_A0084 303.20  36.52 0.4241
C0505_A0084 303.20  45.29 0.4849
C0505_A0084 313.20  2.27 0.0279
C0505_A0084 313.20  4.53 0.0549
C0505_A0084 313.20  9.70 0.1120
C0505_A0084 313.20  16.95 0.1771
C0505_A0084 313.20  30.19 0.2845
C0505_A0084 313.20  41.60 0.3647
C0505_A0084 313.20  49.36 0.4127
C0505_A0084 323.20  2.36 0.0224
C0505_A0084 323.20  4.90 0.0445
C0505_A0084 323.20  10.45 0.0928
C0505_A0084 323.20  20.16 0.1636
C0505_A0084 323.20  36.87 0.2753
C0505_A0084 323.20  46.95 0.3365
C0505_A0084 323.20  54.27 0.3781
C0505_A0084 333.20  2.51 0.0194
C0505_A0084 333.20  5.14 0.0393
C0505_A0084 333.20  11.46 0.0855
C0505_A0084 333.20  24.41 0.1687
C0505_A0084 333.20  41.18 0.2783
C0505_A0084 333.20  52.92 0.3409
C0505_A0084 333.20  60.08 0.3771
C0505_A0084 343.20  2.84 0.0176
C0505_A0084 343.20  5.62 0.0342
C0505_A0084 343.20  12.58 0.0755
C0505_A0084 343.20  29.27 0.1763
C0505_A0084 343.20  46.15 0.2780
C0505_A0084 343.20  57.49 0.3390
C0505_A0084 343.20  65.21 0.3822
C0505_A0161 298.10  0.10 0.0850
C0505_A0161 298.10  0.50 0.1900
C0505_A0161 298.10  1.00 0.2340
C0505_A0161 298.10  4.00 0.2910
C0505_A0161 298.10  7.00 0.3230
C0505_A0161 298.10  10.00 0.3510
C0505_A0161 298.10  13.00 0.3770
C0505_A0161 298.10  15.00 0.3930
C0505_A0161 298.10  20.00 0.4310
C0315_A0087 353.55  0.89 0.0110
C0315_A0087 353.18  0.43 0.0050
C0315_A0084 303.35  18.80 0.2583
C0315_A0084 311.25  23.50 0.2583
C0315_A0084 323.35  27.10 0.2583
C0315_A0084 333.15  29.20 0.2583
C0315_A0084 343.85  31.00 0.2583
C0315_A0084 353.25  39.10 0.2583
C0315_A0084 363.45  47.10 0.2583
C0315_A0084 373.15  54.30 0.2583
C0315_A0084 303.85  24.90 0.3118
C0315_A0084 313.15  30.60 0.3118
C0315_A0084 323.45  36.20 0.3118
C0315_A0084 333.45  44.10 0.3118
C0315_A0084 343.15  50.30 0.3118
C0315_A0084 353.25  59.50 0.3118
C0315_A0084 363.65  63.90 0.3118
C0315_A0084 373.15  70.50 0.3118
C0315_A0084 303.15  36.60 0.3877
C0315_A0084 313.25  45.10 0.3877
C0315_A0084 323.55  53.40 0.3877
C0315_A0084 333.45  60.80 0.3877
C0315_A0084 343.15  69.50 0.3877
C0315_A0084 353.25  80.60 0.3877
C0315_A0084 363.45  90.20 0.3877
C0315_A0084 373.25  100.90 0.3877
C0315_A0084 303.45  51.60 0.4623
C0315_A0084 313.25  62.90 0.4623
C0315_A0084 323.35  77.90 0.4623
C0315_A0084 333.45  90.00 0.4623
C0315_A0084 343.15  102.70 0.4623
C0315_A0084 353.25  118.40 0.4623
C0315_A0084 363.55  133.40 0.4623
C0315_A0084 373.15  144.40 0.4623
C0315_A0084 303.15  56.20 0.5697
C0315_A0084 313.15  72.70 0.5697
C0315_A0084 323.25  100.00 0.5697
C0315_A0084 333.15  140.00 0.5697
C0315_A0084 343.45  173.00 0.5697
C0315_A0084 352.95  205.00 0.5697
C0315_A0084 363.15  234.60 0.5697
C0315_A0084 373.35  251.20 0.5697
C0315_A0084 303.25  64.50 0.6216
C0315_A0084 313.25  105.50 0.6216
C0315_A0084 323.15  148.70 0.6216
C0315_A0084 333.15  192.40 0.6216
C0315_A0084 343.15  232.00 0.6216
C0315_A0084 353.45  271.10 0.6216
C0315_A0084 363.15  311.60 0.6216
C0315_A0084 373.15  351.70 0.6216
C0315_A0084 303.35  173.00 0.6651
C0315_A0084 313.25  229.00 0.6651
C0315_A0084 323.15  281.70 0.6651
C0315_A0084 333.15  332.00 0.6651
C0315_A0084 343.45  378.80 0.6651
C0315_A0084 353.25  418.00 0.6651
C0315_A0084 363.15  461.50 0.6651
C0315_A0084 373.25  486.50 0.6651
C0315_A0084 303.25  369.90 0.7058
C0315_A0084 313.45  428.60 0.7058
C0315_A0084 323.15  482.10 0.7058
C0315_A0084 333.15  529.20 0.7058
C0315_A0084 342.95  595.30 0.7058
C0315_A0084 353.15  623.00 0.7058
C0315_A0084 363.15  665.00 0.7058
C0315_A0084 373.15  702.00 0.7058
C0315_A0071 283.50  0.30 0.0130
C0315_A0071 283.50  0.50 0.0230
C0315_A0071 283.50  0.70 0.0330
C0315_A0071 283.50  1.00 0.0460
C0315_A0071 283.50  2.00 0.0940
C0315_A0071 283.50  3.00 0.1370
C0315_A0071 283.50  4.00 0.1750
C0315_A0071 283.50  6.00 0.2430
C0315_A0071 283.50  8.00 0.3010
C0315_A0071 283.50  10.00 0.3500
C0315_A0071 283.50  12.00 0.3940
C0315_A0071 283.50  14.00 0.4330
C0315_A0071 283.50  16.00 0.4670
C0315_A0071 283.50  18.00 0.4980
C0315_A0071 298.60  0.30 0.0090
C0315_A0071 298.60  0.50 0.0170
C0315_A0071 298.60  0.70 0.0240
C0315_A0071 298.60  0.99 0.0330
C0315_A0071 298.60  2.00 0.0680
C0315_A0071 298.60  3.00 0.1040
C0315_A0071 298.60  4.00 0.1330
C0315_A0071 298.60  6.00 0.1880
C0315_A0071 298.60  8.00 0.2320
C0315_A0071 298.60  10.00 0.2730
C0315_A0071 298.60  12.00 0.3110
C0315_A0071 298.60  14.00 0.3440
C0315_A0071 298.60  16.00 0.3740
C0315_A0071 298.60  18.00 0.4010
C0315_A0071 323.30  0.30 0.0070
C0315_A0071 323.30  0.50 0.0120
C0315_A0071 323.30  0.70 0.0170
C0315_A0071 323.30  1.00 0.0220
C0315_A0071 323.30  2.00 0.0460
C0315_A0071 323.30  3.00 0.0740
C0315_A0071 323.30  4.00 0.0950
C0315_A0071 323.30  6.00 0.1360
C0315_A0071 323.30  8.00 0.1620
C0315_A0071 323.30  10.00 0.1930
C0315_A0071 323.30  12.00 0.2230
C0315_A0071 323.30  14.00 0.2520
C0315_A0071 323.30  16.00 0.2750
C0315_A0071 323.30  18.00 0.2930
C0315_A0071 303.16  0.64 0.0249
C0315_A0071 303.16  0.64 0.0246
C0315_A0071 303.18  0.64 0.0247
C0315_A0071 313.15  0.67 0.0218
C0315_A0071 313.19  0.67 0.0222
C0315_A0071 313.22  0.67 0.0219
C0315_A0071 323.12  0.70 0.0200
C0315_A0071 323.22  0.69 0.0196
C0315_A0071 323.33  0.69 0.0197
C0315_A0071 333.13  0.72 0.0178
C0315_A0071 333.21  0.73 0.0182
C0315_A0071 333.33  0.72 0.0179
C0315_A0071 343.09  0.75 0.0162
C0315_A0071 343.23  0.75 0.0166
C0315_A0071 343.38  0.75 0.0163
C0315_A0195 303.16  0.67 0.0093
C0315_A0195 313.28  0.63 0.0078
C0315_A0195 313.28  0.69 0.0083
C0315_A0195 313.31  0.70 0.0082
C0315_A0195 323.32  0.66 0.0066
C0315_A0195 323.34  0.72 0.0073
C0315_A0195 323.34  0.72 0.0070
C0315_A0195 333.35  0.68 0.0056
C0315_A0195 333.36  0.75 0.0060
C0315_A0195 333.41  0.75 0.0059
C0315_A0044 303.15  30.70 0.2871
C0315_A0044 313.15  38.60 0.2871
C0315_A0044 323.15  45.00 0.2871
C0315_A0044 333.15  52.30 0.2871
C0315_A0044 343.15  60.50 0.2871
C0315_A0044 353.15  68.70 0.2871
C0315_A0044 363.15  77.50 0.2871
C0315_A0044 373.15  86.00 0.2871
C0315_A0044 303.15  71.70 0.3970
C0315_A0044 313.15  82.00 0.3970
C0315_A0044 323.15  100.80 0.3970
C0315_A0044 333.15  123.40 0.3970
C0315_A0044 343.15  148.00 0.3970
C0315_A0044 353.15  178.20 0.3970
C0315_A0044 363.15  202.30 0.3970
C0315_A0044 373.15  226.80 0.3970
C0315_A0044 303.15  124.00 0.4833
C0315_A0044 313.15  148.90 0.4833
C0315_A0044 323.15  179.00 0.4833
C0315_A0044 333.15  202.00 0.4833
C0315_A0044 343.15  227.20 0.4833
C0315_A0044 353.15  251.00 0.4833
C0315_A0044 363.15  275.30 0.4833
C0315_A0044 373.15  295.00 0.4833
C0315_A0044 303.15  224.00 0.5319
C0315_A0044 313.15  302.70 0.5319
C0315_A0044 323.15  264.50 0.5319
C0315_A0044 333.15  338.00 0.5319
C0315_A0044 343.15  367.60 0.5319
C0315_A0044 353.15  394.00 0.5319
C0315_A0044 363.15  422.00 0.5319
C0315_A0044 373.15  458.50 0.5319
C0315_A0044 303.15  769.00 0.6049
C0315_A0044 313.15  814.30 0.6049
C0315_A0044 323.15  846.00 0.6049
C0315_A0044 333.15  879.70 0.6049
C0315_A0044 343.15  906.00 0.6049
C0315_A0044 353.15  929.50 0.6049
C0315_A0044 363.15  951.00 0.6049
C0315_A0044 373.15  973.00 0.6049
C0315_A0048 283.15  0.02 0.0001
C0315_A0048 283.15  0.05 0.0005
C0315_A0048 283.15  0.10 0.0019
C0315_A0048 283.15  0.50 0.0118
C0315_A0048 283.15  1.00 0.0267
C0315_A0048 283.15  2.50 0.0673
C0315_A0048 283.15  4.00 0.1140
C0315_A0048 283.15  5.50 0.1580
C0315_A0048 283.15  7.00 0.2000
C0315_A0048 283.15  8.50 0.2380
C0315_A0048 283.15  10.00 0.2730
C0315_A0048 283.15  11.00 0.2960
C0315_A0048 283.15  12.00 0.3240
C0315_A0048 283.15  13.00 0.3370
C0315_A0048 283.15  13.00 0.3370
C0315_A0048 283.15  11.00 0.3070
C0315_A0048 283.15  6.00 0.1980
C0315_A0048 283.15  2.00 0.0874
C0315_A0048 283.15  0.20 0.0264
C0315_A0048 283.15  0.07 0.0128
C0315_A0048 283.15  0.02 0.0071
C0315_A0048 298.15  0.00 0.0000
C0315_A0048 298.15  0.01 -0.0002
C0315_A0048 298.15  0.05 0.0007
C0315_A0048 298.15  0.10 0.0020
C0315_A0048 298.15  0.50 0.0108
C0315_A0048 298.15  1.00 0.0233
C0315_A0048 298.15  2.50 0.0576
C0315_A0048 298.15  4.00 0.0935
C0315_A0048 298.15  5.50 0.1280
C0315_A0048 298.15  7.00 0.1590
C0315_A0048 298.15  8.50 0.1890
C0315_A0048 298.15  10.00 0.2170
C0315_A0048 298.15  11.00 0.2350
C0315_A0048 298.15  12.00 0.2520
C0315_A0048 298.15  13.00 0.2670
C0315_A0048 298.15  13.00 0.2670
C0315_A0048 298.15  11.00 0.2390
C0315_A0048 298.15  6.00 0.1480
C0315_A0048 298.15  2.00 0.0585
C0315_A0048 298.15  0.20 0.0101
C0315_A0048 298.15  0.07 0.0027
C0315_A0048 298.15  0.02 0.0000
C0315_A0048 323.15  0.02 0.0001
C0315_A0048 323.15  0.05 -0.0001
C0315_A0048 323.15  0.10 0.0008
C0315_A0048 323.15  0.50 0.0078
C0315_A0048 323.15  1.00 0.0168
C0315_A0048 323.15  2.50 0.0410
C0315_A0048 323.15  4.00 0.0673
C0315_A0048 323.15  5.50 0.0908
C0315_A0048 323.15  7.00 0.1130
C0315_A0048 323.15  8.50 0.1340
C0315_A0048 323.15  10.00 0.1550
C0315_A0048 323.15  11.00 0.1670
C0315_A0048 323.15  12.00 0.1790
C0315_A0048 323.15  13.00 0.1930
C0315_A0048 323.15  13.00 0.1930
C0315_A0048 323.15  11.00 0.1680
C0315_A0048 323.15  6.00 0.1000
C0315_A0048 323.15  2.00 0.0362
C0315_A0048 323.15  0.20 0.0034
C0315_A0048 323.15  0.07 0.0001
C0315_A0048 323.15  0.02 -0.0009
C0315_A0048 303.78  0.49 0.0272
C0315_A0048 313.85  0.51 0.0232
C0315_A0048 313.80  0.51 0.0228
C0315_A0048 323.96  0.53 0.0197
C0315_A0048 323.94  0.53 0.0195
C0315_A0048 334.04  0.55 0.0170
C0315_A0048 334.10  0.55 0.0170
C0315_A0048 334.04  0.55 0.0169
C0315_A0048 344.05  0.57 0.0148
C0315_A0048 344.04  0.57 0.0148
C0315_A0048 344.15  0.57 0.0147
C0315_A0048 293.10  2.80 0.0875
C0315_A0048 293.10  11.42 0.2982
C0315_A0048 293.10  14.29 0.3515
C0315_A0048 293.10  17.41 0.4047
C0315_A0048 293.10  20.81 0.4536
C0315_A0048 293.10  28.07 0.5484
C0315_A0048 293.10  38.99 0.6595
C0315_A0048 333.10  11.63 0.1708
C0315_A0048 333.10  17.58 0.2402
C0315_A0048 333.10  27.88 0.3406
C0315_A0048 333.10  40.10 0.4352
C0315_A0048 333.10  53.98 0.5194
C0315_A0048 333.10  72.58 0.6078
C0315_A0048 333.10  108.13 0.7031
C0315_A0048 373.20  15.94 0.1463
C0315_A0048 373.20  23.59 0.2015
C0315_A0048 373.20  39.24 0.3006
C0315_A0048 373.20  55.05 0.3800
C0315_A0048 373.20  73.22 0.4540
C0315_A0048 373.20  97.18 0.5319
C0315_A0048 413.20  19.34 0.1249
C0315_A0048 413.20  36.65 0.2147
C0315_A0048 413.20  50.47 0.2749
C0315_A0048 413.20  65.53 0.3318
C0315_A0048 413.20  81.60 0.3841
C0315_A0048 413.20  99.16 0.4328
C0315_A0048 303.15  6.80 0.2276
C0315_A0048 313.15  9.90 0.2276
C0315_A0048 323.15  12.30 0.2276
C0315_A0048 333.15  14.00 0.2276
C0315_A0048 343.15  15.60 0.2276
C0315_A0048 353.15  18.20 0.2276
C0315_A0048 363.15  20.40 0.2276
C0315_A0048 373.15  22.60 0.2276
C0315_A0048 303.15  15.70 0.3500
C0315_A0048 313.15  19.30 0.3500
C0315_A0048 323.15  23.80 0.3500
C0315_A0048 333.15  27.80 0.3500
C0315_A0048 343.15  32.20 0.3500
C0315_A0048 353.15  36.40 0.3500
C0315_A0048 363.15  40.80 0.3500
C0315_A0048 373.15  45.50 0.3500
C0315_A0048 303.15  26.50 0.4776
C0315_A0048 313.15  33.20 0.4776
C0315_A0048 323.15  40.10 0.4776
C0315_A0048 333.15  46.90 0.4776
C0315_A0048 343.15  54.40 0.4776
C0315_A0048 353.15  63.30 0.4776
C0315_A0048 363.15  72.50 0.4776
C0315_A0048 373.15  80.90 0.4776
C0315_A0048 303.15  33.60 0.5431
C0315_A0048 313.15  42.50 0.5431
C0315_A0048 323.15  51.60 0.5431
C0315_A0048 333.15  61.00 0.5431
C0315_A0048 343.15  71.60 0.5431
C0315_A0048 353.15  83.00 0.5431
C0315_A0048 363.15  94.50 0.5431
C0315_A0048 373.15  106.80 0.5431
C0315_A0048 303.15  42.70 0.6176
C0315_A0048 313.15  54.00 0.6176
C0315_A0048 323.15  68.00 0.6176
C0315_A0048 333.15  83.00 0.6176
C0315_A0048 343.15  97.90 0.6176
C0315_A0048 353.15  115.00 0.6176
C0315_A0048 363.15  133.00 0.6176
C0315_A0048 373.15  148.50 0.6176
C0315_A0048 303.15  58.50 0.6745
C0315_A0048 313.15  74.80 0.6745
C0315_A0048 323.15  97.40 0.6745
C0315_A0048 333.15  120.60 0.6745
C0315_A0048 343.15  147.50 0.6745
C0315_A0048 353.15  171.30 0.6745
C0315_A0048 363.15  198.20 0.6745
C0315_A0048 373.15  227.20 0.6745
C0315_A0048 303.15  68.00 0.7249
C0315_A0048 313.15  108.30 0.7249
C0315_A0048 323.15  147.00 0.7249
C0315_A0048 333.15  180.00 0.7249
C0315_A0048 343.15  218.30 0.7249
C0315_A0048 353.15  246.10 0.7249
C0315_A0048 363.15  277.90 0.7249
C0315_A0048 373.15  307.10 0.7249
C0315_A0048 303.15  148.60 0.7661
C0315_A0048 313.15  197.80 0.7661
C0315_A0048 323.15  246.70 0.7661
C0315_A0048 333.15  285.20 0.7661
C0315_A0048 343.15  328.00 0.7661
C0315_A0048 353.15  357.60 0.7661
C0315_A0048 363.15  385.90 0.7661
C0315_A0048 373.15  408.00 0.7661
C0315_A0048 303.15  351.60 0.8029
C0315_A0048 313.15  393.40 0.8029
C0315_A0048 323.15  445.40 0.8029
C0315_A0048 333.15  484.00 0.8029
C0315_A0048 343.15  527.50 0.8029
C0315_A0048 353.15  562.30 0.8029
C0315_A0048 363.15  594.40 0.8029
C0315_A0048 373.15  627.70 0.8029
C0315_A0048 313.20  80.60 0.6660
C0315_A0048 313.20  106.20 0.7650
C0315_A0048 323.20  90.10 0.6500
C0315_A0048 323.20  103.60 0.7320
C0315_A0048 313.20  155.10 0.8190
C0315_A0048 313.20  203.80 0.8530
C0315_A0048 323.20  151.40 0.7950
C0315_A0048 323.20  200.60 0.8170
C0734_A0020 313.15  15.47 0.1440
C0734_A0020 313.15  28.57 0.2430
C0734_A0020 313.15  43.05 0.3310
C0734_A0020 313.15  56.43 0.3990
C0734_A0020 313.15  70.91 0.4700
C0734_A0020 313.15  83.80 0.5330
C0734_A0020 313.15  91.59 0.5790
C0734_A0020 323.15  16.57 0.1420
C0734_A0020 323.15  32.36 0.2500
C0734_A0020 323.15  41.95 0.3060
C0734_A0020 323.15  56.98 0.3920
C0734_A0020 323.15  71.66 0.4660
C0734_A0020 323.15  83.87 0.5320
C0734_A0020 323.15  92.35 0.5810
C0734_A0020 333.15  18.65 0.1660
C0734_A0020 333.15  28.99 0.2310
C0734_A0020 333.15  42.85 0.2980
C0734_A0020 333.15  56.71 0.3720
C0734_A0020 333.15  70.08 0.4400
C0734_A0020 333.15  84.90 0.5110
C0734_A0020 333.15  95.80 0.5490
C0495_A0020 303.15  0.10 0.4444
C0495_A0020 303.15  0.20 0.4565
C0495_A0020 303.15  0.40 0.4624
C0495_A0020 303.15  0.60 0.4709
C0495_A0020 303.15  0.80 0.4737
C0495_A0020 303.15  1.00 0.4764
C0495_A0020 303.15  1.20 0.4778
C0495_A0020 303.15  1.40 0.4792
